id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales,estado_licencia_auditada,y_fraude_administrativo,indice_rotacion_booking,eustat_variacion_poblacion_5anos,ingreso_mensual_turistico,ingreso_mensual_tradicional,ratio_especulacion_real,indice_desertizacion_comercial,indice_desplazamiento_vecinal,y_especulador
33508102,194377,Amaia,Donostia-San Sebastián,275.0,306,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,254,ILEGAL_SIN_REGISTRO,1,77.1,-8.15,6050.0,1333.8000000000002,4.54,74.1,69.6,1
19405634,915624,Jon,Donostia-San Sebastián,163.0,323,10,ESS00123,38500.0,29,120.0,17.1,78.0,276,OK_ESS00123,0,86.9,-7.03,3586.0,1333.8000000000002,2.69,75.8,75.6,1
15853584,932974,Ane,Donostia-San Sebastián,312.0,138,3,Exento,38500.0,29,120.0,17.1,78.0,180,OK_EXENTO,0,37.0,-8.52,6864.0,1333.8000000000002,5.15,57.3,49.3,1
34947744,928952,Amaia,Vitoria-Gasteiz,317.0,249,8,ESS00123,34200.0,8,1400.0,9.5,85.0,215,OK_ESS00123,0,67.9,-4.27,6974.0,807.5,8.64,36.9,58.9,1
58491183,426916,Maite,Vitoria-Gasteiz,108.0,106,4,ESS00123,34200.0,8,1400.0,9.5,85.0,163,OK_ESS00123,0,32.1,-2.18,2376.0,807.5,2.94,22.6,44.7,1
47856186,551978,Gorka,Bilbao,55.0,248,8,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,203,CORREGIDA_EBI014636,0,67.1,-3.75,1210.0,993.6,1.22,60.8,55.6,0
58673237,412250,Gorka,Bilbao,142.0,315,11,ESS00123,29400.0,24,350.0,13.8,72.0,185,OK_ESS00123,0,84.7,-4.62,3124.0,993.6,3.14,67.5,50.7,1
75293686,705409,Mikel,Vitoria-Gasteiz,115.0,281,1,Exento,34200.0,8,1400.0,9.5,85.0,144,OK_EXENTO,0,74.0,-2.25,2530.0,807.5,3.13,40.1,39.5,1
11983509,125559,Mikel,Bilbao,102.0,300,3,ESS00123,29400.0,24,350.0,13.8,72.0,120,OK_ESS00123,0,75.8,-4.220000000000001,2244.0,993.6,2.26,66.0,32.9,0
28298917,992027,Gorka,Vitoria-Gasteiz,295.0,328,6,EBI00456,34200.0,8,1400.0,9.5,85.0,170,OK_EBI00456,0,85.5,-4.050000000000001,6490.0,807.5,8.04,44.8,46.6,1
53563237,658030,Gorka,Bilbao,94.0,60,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,153,ILEGAL_SIN_REGISTRO,1,16.5,-4.140000000000001,2068.0,993.6,2.08,42.0,41.9,0
87729132,956101,Iker,Donostia-San Sebastián,260.0,93,2,ESS00123,38500.0,29,120.0,17.1,78.0,230,OK_ESS00123,0,29.0,-8.0,5720.0,1333.8000000000002,4.29,52.8,63.0,1
87275698,777114,Maite,Bilbao,96.0,138,11,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,177,ILEGAL_SIN_REGISTRO,1,41.5,-4.16,2112.0,993.6,2.13,49.8,48.5,0
83214389,235044,Jon,Donostia-San Sebastián,315.0,295,1,EBI00456,38500.0,29,120.0,17.1,78.0,134,OK_EBI00456,0,77.9,-8.55,6930.0,1333.8000000000002,5.2,73.0,36.7,1
36365210,957263,Mikel,Donostia-San Sebastián,128.0,157,10,EBI00456,38500.0,29,120.0,17.1,78.0,285,OK_EBI00456,0,44.9,-6.680000000000001,2816.0,1333.8000000000002,2.11,59.2,78.1,0
68245345,212217,Iker,Donostia-San Sebastián,170.0,141,3,EBI00456,38500.0,29,120.0,17.1,78.0,269,OK_EBI00456,0,44.4,-7.1000000000000005,3740.0,1333.8000000000002,2.8,57.6,73.7,1
37180308,666161,Iker,Donostia-San Sebastián,116.0,251,4,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,193,ILEGAL_SIN_REGISTRO,1,66.3,-6.5600000000000005,2552.0,1333.8000000000002,1.91,68.6,52.9,0
21326237,992964,Jon,Bilbao,280.0,312,11,ESS00123,29400.0,24,350.0,13.8,72.0,223,OK_ESS00123,0,83.9,-6.0,6160.0,993.6,6.2,67.2,61.1,1
96343264,503119,Iker,Vitoria-Gasteiz,100.0,97,5,ESS00123,34200.0,8,1400.0,9.5,85.0,241,OK_ESS00123,0,28.9,-2.1,2200.0,807.5,2.72,21.7,66.0,1
71864219,758380,Maite,Donostia-San Sebastián,154.0,73,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,275,ILEGAL_SIN_REGISTRO,1,24.6,-6.94,3388.0,1333.8000000000002,2.54,50.8,75.3,1
64434670,928187,Gorka,Bilbao,236.0,268,10,Exento,29400.0,24,350.0,13.8,72.0,284,OK_EXENTO,0,72.5,-5.5600000000000005,5192.0,993.6,5.23,62.8,77.8,1
97692768,972388,Amaia,Donostia-San Sebastián,137.0,148,11,ESS00123,38500.0,29,120.0,17.1,78.0,110,OK_ESS00123,0,43.5,-6.7700000000000005,3014.0,1333.8000000000002,2.26,58.3,30.1,0
43255876,186988,Jon,Bilbao,100.0,115,2,EBI00456,29400.0,24,350.0,13.8,72.0,240,OK_EBI00456,0,34.0,-4.2,2200.0,993.6,2.21,47.5,65.8,0
59114107,669936,Gorka,Bilbao,104.0,153,2,EBI00456,29400.0,24,350.0,13.8,72.0,195,OK_EBI00456,0,42.8,-4.24,2288.0,993.6,2.3,51.3,53.4,0
25900476,225991,Gorka,Bilbao,182.0,152,7,EBI00456,29400.0,24,350.0,13.8,72.0,171,OK_EBI00456,0,43.8,-5.0200000000000005,4004.0,993.6,4.03,51.2,46.8,1
50820227,502732,Ane,Vitoria-Gasteiz,83.0,144,9,ESS00123,34200.0,8,1400.0,9.5,85.0,173,OK_ESS00123,0,41.4,-1.9300000000000002,1826.0,807.5,2.26,26.4,47.4,0
89688895,606079,Jon,Bilbao,72.0,304,10,EBI00456,29400.0,24,350.0,13.8,72.0,254,OK_EBI00456,0,80.0,-3.92,1584.0,993.6,1.59,66.4,69.6,0
97927856,626684,Iker,Bilbao,93.0,81,2,ESS00123,29400.0,24,350.0,13.8,72.0,235,OK_ESS00123,0,25.7,-4.13,2046.0,993.6,2.06,44.1,64.4,0
63059071,184082,Amaia,Vitoria-Gasteiz,169.0,350,7,Exento,34200.0,8,1400.0,9.5,85.0,214,OK_EXENTO,0,90.1,-2.79,3718.0,807.5,4.6,47.0,58.6,1
99595920,228322,Jon,Vitoria-Gasteiz,57.0,331,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,171,ILEGAL_SIN_REGISTRO,1,90.6,-1.67,1254.0,807.5,1.55,45.1,46.8,0
22707035,756951,Iker,Bilbao,80.0,181,11,EBI00456,29400.0,24,350.0,13.8,72.0,144,OK_EBI00456,0,51.5,-4.0,1760.0,993.6,1.77,54.1,39.5,0
15130397,111303,Gorka,Vitoria-Gasteiz,145.0,187,7,ESS00123,34200.0,8,1400.0,9.5,85.0,122,OK_ESS00123,0,52.1,-2.55,3190.0,807.5,3.95,30.7,33.4,1
80560220,261633,Amaia,Donostia-San Sebastián,130.0,172,3,ESS00123,38500.0,29,120.0,17.1,78.0,272,OK_ESS00123,0,46.4,-6.7,2860.0,1333.8000000000002,2.14,60.7,74.5,0
46998516,433863,Iker,Donostia-San Sebastián,48.0,332,7,EBI00456,38500.0,29,120.0,17.1,78.0,152,OK_EBI00456,0,88.4,-5.880000000000001,1056.0,1333.8000000000002,0.79,76.7,41.6,0
46481541,349690,Maite,Vitoria-Gasteiz,267.0,189,1,Exento,34200.0,8,1400.0,9.5,85.0,239,OK_EXENTO,0,53.1,-3.77,5874.0,807.5,7.27,30.9,65.5,1
76385640,884108,Iker,Vitoria-Gasteiz,210.0,191,10,ESS00123,34200.0,8,1400.0,9.5,85.0,293,OK_ESS00123,0,53.7,-3.2,4620.0,807.5,5.72,31.1,80.3,1
76880548,199616,Ane,Bilbao,174.0,144,1,EBI00456,29400.0,24,350.0,13.8,72.0,220,OK_EBI00456,0,42.4,-4.94,3828.0,993.6,3.85,50.4,60.3,1
88384476,186231,Gorka,Vitoria-Gasteiz,75.0,140,5,ESS00123,34200.0,8,1400.0,9.5,85.0,237,OK_ESS00123,0,38.3,-1.85,1650.0,807.5,2.04,26.0,64.9,0
52058334,369458,Iker,Bilbao,55.0,128,2,ESS00123,29400.0,24,350.0,13.8,72.0,160,OK_ESS00123,0,39.9,-3.75,1210.0,993.6,1.22,48.8,43.8,0
59742523,119623,Mikel,Donostia-San Sebastián,140.0,207,9,ESS00123,38500.0,29,120.0,17.1,78.0,291,OK_ESS00123,0,55.7,-6.800000000000001,3080.0,1333.8000000000002,2.31,64.2,79.7,0
49769056,823035,Mikel,Vitoria-Gasteiz,234.0,75,7,ESS00123,34200.0,8,1400.0,9.5,85.0,253,OK_ESS00123,0,29.7,-3.44,5148.0,807.5,6.38,19.5,69.3,1
65174259,590042,Ane,Bilbao,236.0,164,4,ESS00123,29400.0,24,350.0,13.8,72.0,255,OK_ESS00123,0,46.8,-5.5600000000000005,5192.0,993.6,5.23,52.4,69.9,1
66688830,558298,Maite,Bilbao,310.0,224,4,EBI00456,29400.0,24,350.0,13.8,72.0,244,OK_EBI00456,0,61.7,-6.300000000000001,6820.0,993.6,6.86,58.4,66.8,1
53369428,576840,Gorka,Donostia-San Sebastián,172.0,260,2,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,154,ILEGAL_SIN_REGISTRO,1,73.0,-7.12,3784.0,1333.8000000000002,2.84,69.5,42.2,1
24650271,205228,Jon,Vitoria-Gasteiz,282.0,256,5,Exento,34200.0,8,1400.0,9.5,85.0,273,OK_EXENTO,0,69.2,-3.92,6204.0,807.5,7.68,37.6,74.8,1
41725526,526346,Ane,Donostia-San Sebastián,156.0,244,4,ESS00123,38500.0,29,120.0,17.1,78.0,278,OK_ESS00123,0,64.4,-6.960000000000001,3432.0,1333.8000000000002,2.57,67.9,76.2,1
89348896,807116,Maite,Bilbao,189.0,324,1,ESS00123,29400.0,24,350.0,13.8,72.0,151,OK_ESS00123,0,84.7,-5.09,4158.0,993.6,4.18,68.4,41.4,1
28992383,984056,Jon,Bilbao,109.0,159,8,ESS00123,29400.0,24,350.0,13.8,72.0,244,OK_ESS00123,0,44.6,-4.29,2398.0,993.6,2.41,51.9,66.8,0
80995266,781652,Mikel,Vitoria-Gasteiz,291.0,273,3,ESS00123,34200.0,8,1400.0,9.5,85.0,124,OK_ESS00123,0,74.2,-4.01,6402.0,807.5,7.93,39.3,34.0,1
66877183,998217,Mikel,Bilbao,267.0,337,6,EBI00456,29400.0,24,350.0,13.8,72.0,169,OK_EBI00456,0,87.3,-5.87,5874.0,993.6,5.91,69.7,46.3,1
94574185,620547,Jon,Vitoria-Gasteiz,150.0,221,4,EBI00456,34200.0,8,1400.0,9.5,85.0,149,OK_EBI00456,0,57.2,-2.6,3300.0,807.5,4.09,34.1,40.8,1
11989173,972638,Ane,Donostia-San Sebastián,225.0,216,9,ESS00123,38500.0,29,120.0,17.1,78.0,274,OK_ESS00123,0,58.5,-7.65,4950.0,1333.8000000000002,3.71,65.1,75.1,1
46635193,169274,Mikel,Vitoria-Gasteiz,228.0,310,7,ESS00123,34200.0,8,1400.0,9.5,85.0,221,OK_ESS00123,0,88.4,-3.38,5016.0,807.5,6.21,43.0,60.5,1
42474983,233541,Gorka,Vitoria-Gasteiz,270.0,156,9,ESS00123,34200.0,8,1400.0,9.5,85.0,292,OK_ESS00123,0,45.0,-3.8000000000000003,5940.0,807.5,7.36,27.6,80.0,1
43999533,153947,Amaia,Bilbao,309.0,77,10,ESS00123,29400.0,24,350.0,13.8,72.0,186,OK_ESS00123,0,24.9,-6.29,6798.0,993.6,6.84,43.7,51.0,1
24716695,777894,Iker,Bilbao,133.0,156,3,Exento,29400.0,24,350.0,13.8,72.0,214,OK_EXENTO,0,46.2,-4.53,2926.0,993.6,2.94,51.6,58.6,1
73967150,294692,Jon,Vitoria-Gasteiz,220.0,60,1,ESS00123,34200.0,8,1400.0,9.5,85.0,216,OK_ESS00123,0,20.5,-3.3000000000000003,4840.0,807.5,5.99,18.0,59.2,1
73981206,148874,Jon,Bilbao,62.0,275,5,EBI00456,29400.0,24,350.0,13.8,72.0,231,OK_EBI00456,0,73.6,-3.8200000000000003,1364.0,993.6,1.37,63.5,63.3,0
74785345,673996,Mikel,Bilbao,150.0,191,3,EBI00456,29400.0,24,350.0,13.8,72.0,189,OK_EBI00456,0,51.6,-4.7,3300.0,993.6,3.32,55.1,51.8,1
27882750,174553,Ane,Bilbao,315.0,319,6,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,234,ILEGAL_SIN_REGISTRO,1,83.0,-6.35,6930.0,993.6,6.97,67.9,64.1,1
88725274,692632,Gorka,Vitoria-Gasteiz,211.0,184,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,293,ILEGAL_SIN_REGISTRO,1,54.6,-3.21,4642.0,807.5,5.75,30.4,80.3,1
70303849,935570,Ane,Bilbao,57.0,141,11,Exento,29400.0,24,350.0,13.8,72.0,281,OK_EXENTO,0,42.2,-3.77,1254.0,993.6,1.26,50.1,77.0,0
20192257,809662,Maite,Vitoria-Gasteiz,76.0,342,4,ESS00123,34200.0,8,1400.0,9.5,85.0,294,OK_ESS00123,0,91.5,-1.86,1672.0,807.5,2.07,46.2,80.5,0
53167705,671926,Maite,Bilbao,84.0,230,5,EBI00456,29400.0,24,350.0,13.8,72.0,243,OK_EBI00456,0,62.1,-4.04,1848.0,993.6,1.86,59.0,66.6,0
31130343,178249,Amaia,Donostia-San Sebastián,192.0,118,5,Exento,38500.0,29,120.0,17.1,78.0,141,OK_EXENTO,0,34.9,-7.32,4224.0,1333.8000000000002,3.17,55.3,38.6,1
50869792,992297,Mikel,Bilbao,262.0,91,4,ESS00123,29400.0,24,350.0,13.8,72.0,217,OK_ESS00123,0,28.4,-5.82,5764.0,993.6,5.8,45.1,59.5,1
59913224,627007,Mikel,Bilbao,263.0,220,4,EBI00456,29400.0,24,350.0,13.8,72.0,223,OK_EBI00456,0,62.1,-5.83,5786.0,993.6,5.82,58.0,61.1,1
74356138,778250,Mikel,Vitoria-Gasteiz,126.0,343,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,255,ILEGAL_SIN_REGISTRO,1,91.4,-2.3600000000000003,2772.0,807.5,3.43,46.3,69.9,1
77607727,570452,Amaia,Vitoria-Gasteiz,252.0,165,4,EBI00456,34200.0,8,1400.0,9.5,85.0,177,OK_EBI00456,0,47.0,-3.62,5544.0,807.5,6.87,28.5,48.5,1
63007836,529725,Maite,Bilbao,245.0,164,4,ESS00123,29400.0,24,350.0,13.8,72.0,236,OK_ESS00123,0,45.3,-5.65,5390.0,993.6,5.42,52.4,64.7,1
75541801,142534,Ane,Donostia-San Sebastián,82.0,287,5,ESS00123,38500.0,29,120.0,17.1,78.0,244,OK_ESS00123,0,81.2,-6.220000000000001,1804.0,1333.8000000000002,1.35,72.2,66.8,0
68114585,595518,Amaia,Bilbao,255.0,247,2,EBI00456,29400.0,24,350.0,13.8,72.0,223,OK_EBI00456,0,70.6,-5.75,5610.0,993.6,5.65,60.7,61.1,1
36658609,716529,Amaia,Bilbao,293.0,129,2,ESS00123,29400.0,24,350.0,13.8,72.0,117,OK_ESS00123,0,35.3,-6.130000000000001,6446.0,993.6,6.49,48.9,32.1,1
86294551,512003,Ane,Donostia-San Sebastián,271.0,349,9,EBI00456,38500.0,29,120.0,17.1,78.0,173,OK_EBI00456,0,94.1,-8.11,5962.0,1333.8000000000002,4.47,78.4,47.4,1
40024204,226209,Mikel,Vitoria-Gasteiz,92.0,146,2,Exento,34200.0,8,1400.0,9.5,85.0,244,OK_EXENTO,0,42.2,-2.02,2024.0,807.5,2.51,26.6,66.8,1
92008891,542061,Gorka,Bilbao,62.0,115,6,ESS00123,29400.0,24,350.0,13.8,72.0,150,OK_ESS00123,0,31.5,-3.8200000000000003,1364.0,993.6,1.37,47.5,41.1,0
58715257,289004,Ane,Vitoria-Gasteiz,240.0,172,2,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,149,ILEGAL_SIN_REGISTRO,1,50.9,-3.5,5280.0,807.5,6.54,29.2,40.8,1
32268806,716412,Maite,Vitoria-Gasteiz,231.0,72,5,EBI00456,34200.0,8,1400.0,9.5,85.0,112,OK_EBI00456,0,22.8,-3.41,5082.0,807.5,6.29,19.2,30.7,1
16512440,715947,Jon,Donostia-San Sebastián,268.0,77,4,ESS00123,38500.0,29,120.0,17.1,78.0,254,OK_ESS00123,0,25.4,-8.08,5896.0,1333.8000000000002,4.42,51.2,69.6,1
22431395,264134,Jon,Donostia-San Sebastián,273.0,241,7,Exento,38500.0,29,120.0,17.1,78.0,219,OK_EXENTO,0,65.7,-8.13,6006.0,1333.8000000000002,4.5,67.6,60.0,1
83208492,175713,Iker,Vitoria-Gasteiz,121.0,172,7,Exento,34200.0,8,1400.0,9.5,85.0,223,OK_EXENTO,0,49.4,-2.31,2662.0,807.5,3.3,29.2,61.1,1
39093907,842623,Iker,Bilbao,232.0,288,6,EBI00456,29400.0,24,350.0,13.8,72.0,221,OK_EBI00456,0,75.4,-5.52,5104.0,993.6,5.14,64.8,60.5,1
46253447,588972,Amaia,Vitoria-Gasteiz,314.0,230,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,289,ILEGAL_SIN_REGISTRO,1,62.9,-4.24,6908.0,807.5,8.55,35.0,79.2,1
72134783,175418,Jon,Bilbao,139.0,354,5,Exento,29400.0,24,350.0,13.8,72.0,259,OK_EXENTO,0,93.0,-4.59,3058.0,993.6,3.08,71.4,71.0,1
72460303,228232,Gorka,Bilbao,176.0,248,1,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,113,ILEGAL_SIN_REGISTRO,1,65.9,-4.96,3872.0,993.6,3.9,60.8,31.0,1
93831437,620551,Mikel,Donostia-San Sebastián,83.0,138,3,EBI00456,38500.0,29,120.0,17.1,78.0,243,OK_EBI00456,0,41.7,-6.23,1826.0,1333.8000000000002,1.37,57.3,66.6,0
74447435,263038,Maite,Bilbao,116.0,205,9,Exento,29400.0,24,350.0,13.8,72.0,275,OK_EXENTO,0,56.6,-4.36,2552.0,993.6,2.57,56.5,75.3,1
59895282,268383,Iker,Bilbao,204.0,241,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,135,CORREGIDA_EBI014636,0,65.3,-5.24,4488.0,993.6,4.52,60.1,37.0,1
12503771,918007,Gorka,Vitoria-Gasteiz,231.0,345,5,Exento,34200.0,8,1400.0,9.5,85.0,248,OK_EXENTO,0,92.3,-3.41,5082.0,807.5,6.29,46.5,67.9,1
80286689,425996,Maite,Donostia-San Sebastián,235.0,309,2,ESS00123,38500.0,29,120.0,17.1,78.0,126,OK_ESS00123,0,84.4,-7.75,5170.0,1333.8000000000002,3.88,74.4,34.5,1
10996161,358722,Maite,Bilbao,164.0,255,4,EBI00456,29400.0,24,350.0,13.8,72.0,201,OK_EBI00456,0,70.2,-4.84,3608.0,993.6,3.63,61.5,55.1,1
14183839,232079,Mikel,Bilbao,264.0,130,11,EBI00456,29400.0,24,350.0,13.8,72.0,140,OK_EBI00456,0,40.6,-5.84,5808.0,993.6,5.85,49.0,38.4,1
77775190,302053,Amaia,Donostia-San Sebastián,97.0,307,1,ESS00123,38500.0,29,120.0,17.1,78.0,272,OK_ESS00123,0,85.9,-6.37,2134.0,1333.8000000000002,1.6,74.2,74.5,0
77758014,700530,Jon,Vitoria-Gasteiz,266.0,205,3,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,253,CORREGIDA_EBI014636,0,55.5,-3.7600000000000002,5852.0,807.5,7.25,32.5,69.3,1
30153173,278589,Mikel,Donostia-San Sebastián,175.0,165,10,ESS00123,38500.0,29,120.0,17.1,78.0,216,OK_ESS00123,0,45.9,-7.15,3850.0,1333.8000000000002,2.89,60.0,59.2,1
77227698,603238,Gorka,Donostia-San Sebastián,281.0,322,7,ESS00123,38500.0,29,120.0,17.1,78.0,255,OK_ESS00123,0,85.5,-8.21,6182.0,1333.8000000000002,4.63,75.7,69.9,1
58939582,129257,Amaia,Bilbao,290.0,355,10,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,220,CORREGIDA_EBI014636,0,91.3,-6.1,6380.0,993.6,6.42,71.5,60.3,1
66224957,580488,Gorka,Bilbao,270.0,129,3,EBI00456,29400.0,24,350.0,13.8,72.0,210,OK_EBI00456,0,38.2,-5.9,5940.0,993.6,5.98,48.9,57.5,1
32725756,535423,Amaia,Vitoria-Gasteiz,252.0,252,4,ESS00123,34200.0,8,1400.0,9.5,85.0,221,OK_ESS00123,0,67.7,-3.62,5544.0,807.5,6.87,37.2,60.5,1
81531065,244353,Iker,Bilbao,140.0,127,2,EBI00456,29400.0,24,350.0,13.8,72.0,171,OK_EBI00456,0,36.7,-4.6,3080.0,993.6,3.1,48.7,46.8,1
11079600,423390,Gorka,Bilbao,244.0,364,3,EBI00456,29400.0,24,350.0,13.8,72.0,221,OK_EBI00456,0,97.4,-5.640000000000001,5368.0,993.6,5.4,72.4,60.5,1
36191539,363579,Mikel,Donostia-San Sebastián,291.0,111,9,ESS00123,38500.0,29,120.0,17.1,78.0,264,OK_ESS00123,0,32.8,-8.31,6402.0,1333.8000000000002,4.8,54.6,72.3,1
42576169,329947,Amaia,Bilbao,116.0,344,3,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,272,CORREGIDA_EBI014636,0,90.8,-4.36,2552.0,993.6,2.57,70.4,74.5,1
53381573,331758,Amaia,Vitoria-Gasteiz,229.0,68,11,EBI00456,34200.0,8,1400.0,9.5,85.0,225,OK_EBI00456,0,26.2,-3.39,5038.0,807.5,6.24,18.8,61.6,1
80612021,715645,Maite,Donostia-San Sebastián,50.0,310,5,EBI00456,38500.0,29,120.0,17.1,78.0,282,OK_EBI00456,0,82.2,-5.9,1100.0,1333.8000000000002,0.82,74.5,77.3,0
35050090,257732,Maite,Vitoria-Gasteiz,250.0,357,2,EBI00456,34200.0,8,1400.0,9.5,85.0,144,OK_EBI00456,0,93.8,-3.6,5500.0,807.5,6.81,47.7,39.5,1
18849851,827955,Ane,Donostia-San Sebastián,76.0,243,4,EBI00456,38500.0,29,120.0,17.1,78.0,137,OK_EBI00456,0,63.3,-6.16,1672.0,1333.8000000000002,1.25,67.8,37.5,0
70779108,708095,Gorka,Bilbao,143.0,238,7,ESS00123,29400.0,24,350.0,13.8,72.0,212,OK_ESS00123,0,66.6,-4.63,3146.0,993.6,3.17,59.8,58.1,1
76009351,538755,Maite,Donostia-San Sebastián,300.0,257,7,ESS00123,38500.0,29,120.0,17.1,78.0,234,OK_ESS00123,0,69.3,-8.4,6600.0,1333.8000000000002,4.95,69.2,64.1,1
95871668,238563,Ane,Donostia-San Sebastián,231.0,187,3,EBI00456,38500.0,29,120.0,17.1,78.0,211,OK_EBI00456,0,54.9,-7.710000000000001,5082.0,1333.8000000000002,3.81,62.2,57.8,1
94890726,883066,Iker,Bilbao,120.0,79,5,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,246,ILEGAL_SIN_REGISTRO,1,27.9,-4.4,2640.0,993.6,2.66,43.9,67.4,1
97753580,606047,Iker,Bilbao,221.0,124,1,ESS00123,29400.0,24,350.0,13.8,72.0,252,OK_ESS00123,0,33.5,-5.41,4862.0,993.6,4.89,48.4,69.0,1
39549535,805552,Maite,Vitoria-Gasteiz,299.0,241,10,EBI00456,34200.0,8,1400.0,9.5,85.0,130,OK_EBI00456,0,68.6,-4.09,6578.0,807.5,8.15,36.1,35.6,1
10449395,426032,Gorka,Vitoria-Gasteiz,234.0,300,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,161,ILEGAL_SIN_REGISTRO,1,77.5,-3.44,5148.0,807.5,6.38,42.0,44.1,1
31921117,697897,Amaia,Bilbao,171.0,83,10,ESS00123,29400.0,24,350.0,13.8,72.0,272,OK_ESS00123,0,24.7,-4.91,3762.0,993.6,3.79,44.3,74.5,1
50308782,895509,Jon,Bilbao,298.0,142,11,ESS00123,29400.0,24,350.0,13.8,72.0,206,OK_ESS00123,0,42.8,-6.18,6556.0,993.6,6.6,50.2,56.4,1
61592034,872800,Gorka,Bilbao,257.0,244,1,ESS00123,29400.0,24,350.0,13.8,72.0,160,OK_ESS00123,0,67.4,-5.77,5654.0,993.6,5.69,60.4,43.8,1
63386038,353973,Mikel,Donostia-San Sebastián,294.0,158,5,EBI00456,38500.0,29,120.0,17.1,78.0,192,OK_EBI00456,0,43.8,-8.34,6468.0,1333.8000000000002,4.85,59.3,52.6,1
67351079,383097,Iker,Donostia-San Sebastián,128.0,121,10,ESS00123,38500.0,29,120.0,17.1,78.0,164,OK_ESS00123,0,33.8,-6.680000000000001,2816.0,1333.8000000000002,2.11,55.6,44.9,0
41530803,476826,Maite,Donostia-San Sebastián,57.0,345,9,EBI00456,38500.0,29,120.0,17.1,78.0,186,OK_EBI00456,0,90.4,-5.970000000000001,1254.0,1333.8000000000002,0.94,78.0,51.0,0
43266319,614257,Maite,Bilbao,89.0,81,1,EBI00456,29400.0,24,350.0,13.8,72.0,236,OK_EBI00456,0,24.6,-4.09,1958.0,993.6,1.97,44.1,64.7,0
40503180,954321,Amaia,Vitoria-Gasteiz,171.0,271,1,EBI00456,34200.0,8,1400.0,9.5,85.0,281,OK_EBI00456,0,74.5,-2.81,3762.0,807.5,4.66,39.1,77.0,1
13379569,779181,Mikel,Bilbao,158.0,185,4,ESS00123,29400.0,24,350.0,13.8,72.0,202,OK_ESS00123,0,47.6,-4.78,3476.0,993.6,3.5,54.5,55.3,1
80009467,530783,Amaia,Donostia-San Sebastián,249.0,101,4,EBI00456,38500.0,29,120.0,17.1,78.0,197,OK_EBI00456,0,32.0,-7.890000000000001,5478.0,1333.8000000000002,4.11,53.6,54.0,1
54910237,215374,Mikel,Donostia-San Sebastián,317.0,157,2,Exento,38500.0,29,120.0,17.1,78.0,189,OK_EXENTO,0,44.1,-8.57,6974.0,1333.8000000000002,5.23,59.2,51.8,1
52165906,649148,Jon,Bilbao,102.0,90,9,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,262,CORREGIDA_EBI014636,0,27.4,-4.220000000000001,2244.0,993.6,2.26,45.0,71.8,0
69855504,776555,Iker,Bilbao,263.0,217,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,201,ILEGAL_SIN_REGISTRO,1,58.6,-5.83,5786.0,993.6,5.82,57.7,55.1,1
99473854,701763,Maite,Donostia-San Sebastián,153.0,171,2,EBI00456,38500.0,29,120.0,17.1,78.0,156,OK_EBI00456,0,52.6,-6.930000000000001,3366.0,1333.8000000000002,2.52,60.6,42.7,1
16319707,584090,Maite,Donostia-San Sebastián,218.0,306,9,EBI00456,38500.0,29,120.0,17.1,78.0,293,OK_EBI00456,0,82.7,-7.58,4796.0,1333.8000000000002,3.6,74.1,80.3,1
78532150,973698,Jon,Donostia-San Sebastián,308.0,181,6,ESS00123,38500.0,29,120.0,17.1,78.0,147,OK_ESS00123,0,49.2,-8.48,6776.0,1333.8000000000002,5.08,61.6,40.3,1
13695961,776787,Ane,Bilbao,155.0,332,8,ESS00123,29400.0,24,350.0,13.8,72.0,248,OK_ESS00123,0,87.5,-4.75,3410.0,993.6,3.43,69.2,67.9,1
