id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales
61939266,599722,Iker,Vitoria-Gasteiz,119.0,248,11,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,247
43267858,785117,Mikel,Donostia-San Sebastián,177.0,137,8,ESS00123,38500.0,29,120.0,17.1,78.0,175
31114003,658924,Mikel,Donostia-San Sebastián,103.0,149,10,EBI00456,38500.0,29,120.0,17.1,78.0,181
96641503,835457,Gorka,Donostia-San Sebastián,226.0,235,3,EBI00456,38500.0,29,120.0,17.1,78.0,134
20421958,279352,Maite,Donostia-San Sebastián,108.0,80,1,ESS00123,38500.0,29,120.0,17.1,78.0,281
87809459,910694,Maite,Donostia-San Sebastián,304.0,113,11,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,169
22984808,966867,Jon,Donostia-San Sebastián,237.0,243,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,284
24764960,293283,Mikel,Bilbao,187.0,281,7,Exento,29400.0,24,350.0,13.8,72.0,149
60402943,550195,Amaia,Vitoria-Gasteiz,148.0,238,5,ESS00123,34200.0,8,1400.0,9.5,85.0,116
86241446,869884,Gorka,Vitoria-Gasteiz,258.0,335,10,ESS00123,34200.0,8,1400.0,9.5,85.0,283
63777024,531413,Gorka,Donostia-San Sebastián,286.0,171,7,EBI00456,38500.0,29,120.0,17.1,78.0,260
93494666,403988,Iker,Vitoria-Gasteiz,253.0,283,10,ESS00123,34200.0,8,1400.0,9.5,85.0,155
80721464,426898,Maite,Vitoria-Gasteiz,137.0,273,4,EBI00456,34200.0,8,1400.0,9.5,85.0,195
94711896,963561,Mikel,Vitoria-Gasteiz,186.0,118,9,EBI00456,34200.0,8,1400.0,9.5,85.0,250
89214742,402186,Jon,Donostia-San Sebastián,156.0,168,11,EBI00456,38500.0,29,120.0,17.1,78.0,130
53799966,161665,Mikel,Donostia-San Sebastián,103.0,216,10,EBI00456,38500.0,29,120.0,17.1,78.0,110
20047453,346584,Iker,Vitoria-Gasteiz,87.0,250,2,EBI00456,34200.0,8,1400.0,9.5,85.0,232
45581225,216953,Ane,Vitoria-Gasteiz,251.0,259,9,ESS00123,34200.0,8,1400.0,9.5,85.0,256
44109026,576072,Mikel,Donostia-San Sebastián,312.0,255,9,ESS00123,38500.0,29,120.0,17.1,78.0,234
52090758,782736,Iker,Bilbao,162.0,94,5,EBI00456,29400.0,24,350.0,13.8,72.0,142
26037627,286626,Ane,Vitoria-Gasteiz,64.0,305,11,EBI00456,34200.0,8,1400.0,9.5,85.0,113
90337039,245271,Ane,Bilbao,266.0,296,1,Exento,29400.0,24,350.0,13.8,72.0,112
30281689,218533,Jon,Vitoria-Gasteiz,210.0,163,7,Exento,34200.0,8,1400.0,9.5,85.0,200
67631343,698069,Amaia,Bilbao,175.0,66,10,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,161
81450611,565966,Maite,Bilbao,200.0,342,10,ESS00123,29400.0,24,350.0,13.8,72.0,137
56510960,166262,Mikel,Bilbao,228.0,60,4,ESS00123,29400.0,24,350.0,13.8,72.0,179
42797855,933032,Ane,Donostia-San Sebastián,134.0,278,9,ESS00123,38500.0,29,120.0,17.1,78.0,292
44795514,176898,Mikel,Bilbao,138.0,289,6,Exento,29400.0,24,350.0,13.8,72.0,166
15184502,555699,Amaia,Bilbao,57.0,231,3,EBI00456,29400.0,24,350.0,13.8,72.0,217
33448674,249369,Maite,Bilbao,274.0,146,6,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,253
65223954,654736,Amaia,Vitoria-Gasteiz,70.0,100,10,EBI00456,34200.0,8,1400.0,9.5,85.0,133
40948143,388316,Maite,Bilbao,119.0,182,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,278
22503247,107657,Gorka,Vitoria-Gasteiz,194.0,357,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,186
64006163,577602,Maite,Bilbao,192.0,237,2,ESS00123,29400.0,24,350.0,13.8,72.0,284
61910807,880977,Jon,Bilbao,52.0,122,10,EBI00456,29400.0,24,350.0,13.8,72.0,185
64847136,474999,Amaia,Donostia-San Sebastián,73.0,224,10,EBI00456,38500.0,29,120.0,17.1,78.0,178
83150359,784191,Ane,Vitoria-Gasteiz,253.0,246,2,ESS00123,34200.0,8,1400.0,9.5,85.0,210
40831219,107906,Gorka,Bilbao,172.0,268,7,EBI00456,29400.0,24,350.0,13.8,72.0,268
33101383,423557,Jon,Vitoria-Gasteiz,160.0,286,2,EBI00456,34200.0,8,1400.0,9.5,85.0,201
27569187,678316,Mikel,Vitoria-Gasteiz,188.0,107,6,ESS00123,34200.0,8,1400.0,9.5,85.0,201
64710375,893719,Amaia,Donostia-San Sebastián,279.0,283,5,EBI00456,38500.0,29,120.0,17.1,78.0,139
64456147,395804,Iker,Donostia-San Sebastián,51.0,62,4,EBI00456,38500.0,29,120.0,17.1,78.0,127
88110973,568974,Iker,Donostia-San Sebastián,89.0,234,7,ESS00123,38500.0,29,120.0,17.1,78.0,153
49501026,946936,Ane,Donostia-San Sebastián,283.0,158,8,EBI00456,38500.0,29,120.0,17.1,78.0,264
43163773,815080,Maite,Donostia-San Sebastián,199.0,175,4,ESS00123,38500.0,29,120.0,17.1,78.0,208
21310552,727267,Ane,Donostia-San Sebastián,225.0,329,1,Exento,38500.0,29,120.0,17.1,78.0,263
41146082,134701,Iker,Donostia-San Sebastián,259.0,312,1,ESS00123,38500.0,29,120.0,17.1,78.0,230
31104792,183300,Mikel,Donostia-San Sebastián,132.0,154,1,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,224
31739356,865537,Gorka,Bilbao,300.0,332,11,EBI00456,29400.0,24,350.0,13.8,72.0,169
21471761,773034,Gorka,Vitoria-Gasteiz,117.0,83,1,ESS00123,34200.0,8,1400.0,9.5,85.0,255
29576703,183560,Amaia,Donostia-San Sebastián,223.0,175,5,EBI00456,38500.0,29,120.0,17.1,78.0,165
85092305,342615,Gorka,Donostia-San Sebastián,256.0,210,4,EBI00456,38500.0,29,120.0,17.1,78.0,140
82429249,143642,Amaia,Vitoria-Gasteiz,278.0,109,9,EBI00456,34200.0,8,1400.0,9.5,85.0,210
28877237,617083,Amaia,Bilbao,283.0,265,3,EBI00456,29400.0,24,350.0,13.8,72.0,168
56918818,591036,Amaia,Vitoria-Gasteiz,267.0,138,7,EBI00456,34200.0,8,1400.0,9.5,85.0,233
33705256,427304,Iker,Vitoria-Gasteiz,163.0,129,11,ESS00123,34200.0,8,1400.0,9.5,85.0,239
94504547,904034,Iker,Donostia-San Sebastián,308.0,86,8,ESS00123,38500.0,29,120.0,17.1,78.0,206
87633091,465464,Maite,Vitoria-Gasteiz,251.0,330,6,Exento,34200.0,8,1400.0,9.5,85.0,276
89452960,713089,Jon,Vitoria-Gasteiz,139.0,109,10,EBI00456,34200.0,8,1400.0,9.5,85.0,216
65403796,388075,Amaia,Donostia-San Sebastián,266.0,351,1,ESS00123,38500.0,29,120.0,17.1,78.0,127
33508102,194377,Amaia,Donostia-San Sebastián,275.0,306,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,254
19405634,915624,Jon,Donostia-San Sebastián,163.0,323,10,ESS00123,38500.0,29,120.0,17.1,78.0,276
15853584,932974,Ane,Donostia-San Sebastián,312.0,138,3,Exento,38500.0,29,120.0,17.1,78.0,180
34947744,928952,Amaia,Vitoria-Gasteiz,317.0,249,8,ESS00123,34200.0,8,1400.0,9.5,85.0,215
58491183,426916,Maite,Vitoria-Gasteiz,108.0,106,4,ESS00123,34200.0,8,1400.0,9.5,85.0,163
47856186,551978,Gorka,Bilbao,55.0,248,8,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,203
58673237,412250,Gorka,Bilbao,142.0,315,11,ESS00123,29400.0,24,350.0,13.8,72.0,185
75293686,705409,Mikel,Vitoria-Gasteiz,115.0,281,1,Exento,34200.0,8,1400.0,9.5,85.0,144
11983509,125559,Mikel,Bilbao,102.0,300,3,ESS00123,29400.0,24,350.0,13.8,72.0,120
28298917,992027,Gorka,Vitoria-Gasteiz,295.0,328,6,EBI00456,34200.0,8,1400.0,9.5,85.0,170
53563237,658030,Gorka,Bilbao,94.0,60,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,153
87729132,956101,Iker,Donostia-San Sebastián,260.0,93,2,ESS00123,38500.0,29,120.0,17.1,78.0,230
87275698,777114,Maite,Bilbao,96.0,138,11,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,177
83214389,235044,Jon,Donostia-San Sebastián,315.0,295,1,EBI00456,38500.0,29,120.0,17.1,78.0,134
36365210,957263,Mikel,Donostia-San Sebastián,128.0,157,10,EBI00456,38500.0,29,120.0,17.1,78.0,285
68245345,212217,Iker,Donostia-San Sebastián,170.0,141,3,EBI00456,38500.0,29,120.0,17.1,78.0,269
37180308,666161,Iker,Donostia-San Sebastián,116.0,251,4,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,193
21326237,992964,Jon,Bilbao,280.0,312,11,ESS00123,29400.0,24,350.0,13.8,72.0,223
96343264,503119,Iker,Vitoria-Gasteiz,100.0,97,5,ESS00123,34200.0,8,1400.0,9.5,85.0,241
71864219,758380,Maite,Donostia-San Sebastián,154.0,73,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,275
64434670,928187,Gorka,Bilbao,236.0,268,10,Exento,29400.0,24,350.0,13.8,72.0,284
97692768,972388,Amaia,Donostia-San Sebastián,137.0,148,11,ESS00123,38500.0,29,120.0,17.1,78.0,110
43255876,186988,Jon,Bilbao,100.0,115,2,EBI00456,29400.0,24,350.0,13.8,72.0,240
59114107,669936,Gorka,Bilbao,104.0,153,2,EBI00456,29400.0,24,350.0,13.8,72.0,195
25900476,225991,Gorka,Bilbao,182.0,152,7,EBI00456,29400.0,24,350.0,13.8,72.0,171
50820227,502732,Ane,Vitoria-Gasteiz,83.0,144,9,ESS00123,34200.0,8,1400.0,9.5,85.0,173
89688895,606079,Jon,Bilbao,72.0,304,10,EBI00456,29400.0,24,350.0,13.8,72.0,254
97927856,626684,Iker,Bilbao,93.0,81,2,ESS00123,29400.0,24,350.0,13.8,72.0,235
63059071,184082,Amaia,Vitoria-Gasteiz,169.0,350,7,Exento,34200.0,8,1400.0,9.5,85.0,214
99595920,228322,Jon,Vitoria-Gasteiz,57.0,331,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,171
22707035,756951,Iker,Bilbao,80.0,181,11,EBI00456,29400.0,24,350.0,13.8,72.0,144
15130397,111303,Gorka,Vitoria-Gasteiz,145.0,187,7,ESS00123,34200.0,8,1400.0,9.5,85.0,122
80560220,261633,Amaia,Donostia-San Sebastián,130.0,172,3,ESS00123,38500.0,29,120.0,17.1,78.0,272
46998516,433863,Iker,Donostia-San Sebastián,48.0,332,7,EBI00456,38500.0,29,120.0,17.1,78.0,152
46481541,349690,Maite,Vitoria-Gasteiz,267.0,189,1,Exento,34200.0,8,1400.0,9.5,85.0,239
76385640,884108,Iker,Vitoria-Gasteiz,210.0,191,10,ESS00123,34200.0,8,1400.0,9.5,85.0,293
76880548,199616,Ane,Bilbao,174.0,144,1,EBI00456,29400.0,24,350.0,13.8,72.0,220
88384476,186231,Gorka,Vitoria-Gasteiz,75.0,140,5,ESS00123,34200.0,8,1400.0,9.5,85.0,237
52058334,369458,Iker,Bilbao,55.0,128,2,ESS00123,29400.0,24,350.0,13.8,72.0,160
59742523,119623,Mikel,Donostia-San Sebastián,140.0,207,9,ESS00123,38500.0,29,120.0,17.1,78.0,291
49769056,823035,Mikel,Vitoria-Gasteiz,234.0,75,7,ESS00123,34200.0,8,1400.0,9.5,85.0,253
65174259,590042,Ane,Bilbao,236.0,164,4,ESS00123,29400.0,24,350.0,13.8,72.0,255
66688830,558298,Maite,Bilbao,310.0,224,4,EBI00456,29400.0,24,350.0,13.8,72.0,244
53369428,576840,Gorka,Donostia-San Sebastián,172.0,260,2,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,154
24650271,205228,Jon,Vitoria-Gasteiz,282.0,256,5,Exento,34200.0,8,1400.0,9.5,85.0,273
41725526,526346,Ane,Donostia-San Sebastián,156.0,244,4,ESS00123,38500.0,29,120.0,17.1,78.0,278
89348896,807116,Maite,Bilbao,189.0,324,1,ESS00123,29400.0,24,350.0,13.8,72.0,151
28992383,984056,Jon,Bilbao,109.0,159,8,ESS00123,29400.0,24,350.0,13.8,72.0,244
80995266,781652,Mikel,Vitoria-Gasteiz,291.0,273,3,ESS00123,34200.0,8,1400.0,9.5,85.0,124
66877183,998217,Mikel,Bilbao,267.0,337,6,EBI00456,29400.0,24,350.0,13.8,72.0,169
94574185,620547,Jon,Vitoria-Gasteiz,150.0,221,4,EBI00456,34200.0,8,1400.0,9.5,85.0,149
11989173,972638,Ane,Donostia-San Sebastián,225.0,216,9,ESS00123,38500.0,29,120.0,17.1,78.0,274
46635193,169274,Mikel,Vitoria-Gasteiz,228.0,310,7,ESS00123,34200.0,8,1400.0,9.5,85.0,221
42474983,233541,Gorka,Vitoria-Gasteiz,270.0,156,9,ESS00123,34200.0,8,1400.0,9.5,85.0,292
43999533,153947,Amaia,Bilbao,309.0,77,10,ESS00123,29400.0,24,350.0,13.8,72.0,186
24716695,777894,Iker,Bilbao,133.0,156,3,Exento,29400.0,24,350.0,13.8,72.0,214
73967150,294692,Jon,Vitoria-Gasteiz,220.0,60,1,ESS00123,34200.0,8,1400.0,9.5,85.0,216
73981206,148874,Jon,Bilbao,62.0,275,5,EBI00456,29400.0,24,350.0,13.8,72.0,231
74785345,673996,Mikel,Bilbao,150.0,191,3,EBI00456,29400.0,24,350.0,13.8,72.0,189
27882750,174553,Ane,Bilbao,315.0,319,6,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,234
88725274,692632,Gorka,Vitoria-Gasteiz,211.0,184,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,293
70303849,935570,Ane,Bilbao,57.0,141,11,Exento,29400.0,24,350.0,13.8,72.0,281
20192257,809662,Maite,Vitoria-Gasteiz,76.0,342,4,ESS00123,34200.0,8,1400.0,9.5,85.0,294
53167705,671926,Maite,Bilbao,84.0,230,5,EBI00456,29400.0,24,350.0,13.8,72.0,243
31130343,178249,Amaia,Donostia-San Sebastián,192.0,118,5,Exento,38500.0,29,120.0,17.1,78.0,141
50869792,992297,Mikel,Bilbao,262.0,91,4,ESS00123,29400.0,24,350.0,13.8,72.0,217
59913224,627007,Mikel,Bilbao,263.0,220,4,EBI00456,29400.0,24,350.0,13.8,72.0,223
74356138,778250,Mikel,Vitoria-Gasteiz,126.0,343,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,255
77607727,570452,Amaia,Vitoria-Gasteiz,252.0,165,4,EBI00456,34200.0,8,1400.0,9.5,85.0,177
63007836,529725,Maite,Bilbao,245.0,164,4,ESS00123,29400.0,24,350.0,13.8,72.0,236
75541801,142534,Ane,Donostia-San Sebastián,82.0,287,5,ESS00123,38500.0,29,120.0,17.1,78.0,244
68114585,595518,Amaia,Bilbao,255.0,247,2,EBI00456,29400.0,24,350.0,13.8,72.0,223
36658609,716529,Amaia,Bilbao,293.0,129,2,ESS00123,29400.0,24,350.0,13.8,72.0,117
86294551,512003,Ane,Donostia-San Sebastián,271.0,349,9,EBI00456,38500.0,29,120.0,17.1,78.0,173
40024204,226209,Mikel,Vitoria-Gasteiz,92.0,146,2,Exento,34200.0,8,1400.0,9.5,85.0,244
92008891,542061,Gorka,Bilbao,62.0,115,6,ESS00123,29400.0,24,350.0,13.8,72.0,150
58715257,289004,Ane,Vitoria-Gasteiz,240.0,172,2,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,149
32268806,716412,Maite,Vitoria-Gasteiz,231.0,72,5,EBI00456,34200.0,8,1400.0,9.5,85.0,112
16512440,715947,Jon,Donostia-San Sebastián,268.0,77,4,ESS00123,38500.0,29,120.0,17.1,78.0,254
22431395,264134,Jon,Donostia-San Sebastián,273.0,241,7,Exento,38500.0,29,120.0,17.1,78.0,219
83208492,175713,Iker,Vitoria-Gasteiz,121.0,172,7,Exento,34200.0,8,1400.0,9.5,85.0,223
39093907,842623,Iker,Bilbao,232.0,288,6,EBI00456,29400.0,24,350.0,13.8,72.0,221
46253447,588972,Amaia,Vitoria-Gasteiz,314.0,230,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,289
72134783,175418,Jon,Bilbao,139.0,354,5,Exento,29400.0,24,350.0,13.8,72.0,259
72460303,228232,Gorka,Bilbao,176.0,248,1,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,113
93831437,620551,Mikel,Donostia-San Sebastián,83.0,138,3,EBI00456,38500.0,29,120.0,17.1,78.0,243
74447435,263038,Maite,Bilbao,116.0,205,9,Exento,29400.0,24,350.0,13.8,72.0,275
59895282,268383,Iker,Bilbao,204.0,241,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,135
12503771,918007,Gorka,Vitoria-Gasteiz,231.0,345,5,Exento,34200.0,8,1400.0,9.5,85.0,248
80286689,425996,Maite,Donostia-San Sebastián,235.0,309,2,ESS00123,38500.0,29,120.0,17.1,78.0,126
10996161,358722,Maite,Bilbao,164.0,255,4,EBI00456,29400.0,24,350.0,13.8,72.0,201
14183839,232079,Mikel,Bilbao,264.0,130,11,EBI00456,29400.0,24,350.0,13.8,72.0,140
77775190,302053,Amaia,Donostia-San Sebastián,97.0,307,1,ESS00123,38500.0,29,120.0,17.1,78.0,272
77758014,700530,Jon,Vitoria-Gasteiz,266.0,205,3,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,253
30153173,278589,Mikel,Donostia-San Sebastián,175.0,165,10,ESS00123,38500.0,29,120.0,17.1,78.0,216
77227698,603238,Gorka,Donostia-San Sebastián,281.0,322,7,ESS00123,38500.0,29,120.0,17.1,78.0,255
58939582,129257,Amaia,Bilbao,290.0,355,10,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,220
66224957,580488,Gorka,Bilbao,270.0,129,3,EBI00456,29400.0,24,350.0,13.8,72.0,210
32725756,535423,Amaia,Vitoria-Gasteiz,252.0,252,4,ESS00123,34200.0,8,1400.0,9.5,85.0,221
81531065,244353,Iker,Bilbao,140.0,127,2,EBI00456,29400.0,24,350.0,13.8,72.0,171
11079600,423390,Gorka,Bilbao,244.0,364,3,EBI00456,29400.0,24,350.0,13.8,72.0,221
36191539,363579,Mikel,Donostia-San Sebastián,291.0,111,9,ESS00123,38500.0,29,120.0,17.1,78.0,264
42576169,329947,Amaia,Bilbao,116.0,344,3,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,272
53381573,331758,Amaia,Vitoria-Gasteiz,229.0,68,11,EBI00456,34200.0,8,1400.0,9.5,85.0,225
80612021,715645,Maite,Donostia-San Sebastián,50.0,310,5,EBI00456,38500.0,29,120.0,17.1,78.0,282
35050090,257732,Maite,Vitoria-Gasteiz,250.0,357,2,EBI00456,34200.0,8,1400.0,9.5,85.0,144
18849851,827955,Ane,Donostia-San Sebastián,76.0,243,4,EBI00456,38500.0,29,120.0,17.1,78.0,137
70779108,708095,Gorka,Bilbao,143.0,238,7,ESS00123,29400.0,24,350.0,13.8,72.0,212
76009351,538755,Maite,Donostia-San Sebastián,300.0,257,7,ESS00123,38500.0,29,120.0,17.1,78.0,234
95871668,238563,Ane,Donostia-San Sebastián,231.0,187,3,EBI00456,38500.0,29,120.0,17.1,78.0,211
94890726,883066,Iker,Bilbao,120.0,79,5,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,246
97753580,606047,Iker,Bilbao,221.0,124,1,ESS00123,29400.0,24,350.0,13.8,72.0,252
39549535,805552,Maite,Vitoria-Gasteiz,299.0,241,10,EBI00456,34200.0,8,1400.0,9.5,85.0,130
10449395,426032,Gorka,Vitoria-Gasteiz,234.0,300,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,161
31921117,697897,Amaia,Bilbao,171.0,83,10,ESS00123,29400.0,24,350.0,13.8,72.0,272
50308782,895509,Jon,Bilbao,298.0,142,11,ESS00123,29400.0,24,350.0,13.8,72.0,206
61592034,872800,Gorka,Bilbao,257.0,244,1,ESS00123,29400.0,24,350.0,13.8,72.0,160
63386038,353973,Mikel,Donostia-San Sebastián,294.0,158,5,EBI00456,38500.0,29,120.0,17.1,78.0,192
67351079,383097,Iker,Donostia-San Sebastián,128.0,121,10,ESS00123,38500.0,29,120.0,17.1,78.0,164
41530803,476826,Maite,Donostia-San Sebastián,57.0,345,9,EBI00456,38500.0,29,120.0,17.1,78.0,186
43266319,614257,Maite,Bilbao,89.0,81,1,EBI00456,29400.0,24,350.0,13.8,72.0,236
40503180,954321,Amaia,Vitoria-Gasteiz,171.0,271,1,EBI00456,34200.0,8,1400.0,9.5,85.0,281
13379569,779181,Mikel,Bilbao,158.0,185,4,ESS00123,29400.0,24,350.0,13.8,72.0,202
80009467,530783,Amaia,Donostia-San Sebastián,249.0,101,4,EBI00456,38500.0,29,120.0,17.1,78.0,197
54910237,215374,Mikel,Donostia-San Sebastián,317.0,157,2,Exento,38500.0,29,120.0,17.1,78.0,189
52165906,649148,Jon,Bilbao,102.0,90,9,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,262
69855504,776555,Iker,Bilbao,263.0,217,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,201
99473854,701763,Maite,Donostia-San Sebastián,153.0,171,2,EBI00456,38500.0,29,120.0,17.1,78.0,156
16319707,584090,Maite,Donostia-San Sebastián,218.0,306,9,EBI00456,38500.0,29,120.0,17.1,78.0,293
78532150,973698,Jon,Donostia-San Sebastián,308.0,181,6,ESS00123,38500.0,29,120.0,17.1,78.0,147
13695961,776787,Ane,Bilbao,155.0,332,8,ESS00123,29400.0,24,350.0,13.8,72.0,248
88911293,987164,Iker,Donostia-San Sebastián,231.0,353,10,ESS00123,38500.0,29,120.0,17.1,78.0,124
46396424,389227,Amaia,Donostia-San Sebastián,313.0,266,4,EBI00456,38500.0,29,120.0,17.1,78.0,110
14294539,842406,Jon,Vitoria-Gasteiz,273.0,169,2,ESS00123,34200.0,8,1400.0,9.5,85.0,244
21609076,943804,Amaia,Bilbao,200.0,337,2,ESS00123,29400.0,24,350.0,13.8,72.0,110
83204793,748074,Gorka,Vitoria-Gasteiz,233.0,115,9,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,158
48498937,632101,Maite,Vitoria-Gasteiz,316.0,116,1,ESS00123,34200.0,8,1400.0,9.5,85.0,205
10803328,131598,Amaia,Donostia-San Sebastián,46.0,350,7,ESS00123,38500.0,29,120.0,17.1,78.0,266
30840174,605934,Mikel,Bilbao,290.0,173,11,ESS00123,29400.0,24,350.0,13.8,72.0,135
11043233,882239,Amaia,Donostia-San Sebastián,254.0,257,3,EBI00456,38500.0,29,120.0,17.1,78.0,196
87209213,717394,Gorka,Bilbao,57.0,238,3,EBI00456,29400.0,24,350.0,13.8,72.0,282
10529525,389226,Iker,Vitoria-Gasteiz,140.0,278,2,ESS00123,34200.0,8,1400.0,9.5,85.0,202
26953831,915673,Maite,Bilbao,265.0,336,10,EBI00456,29400.0,24,350.0,13.8,72.0,211
66996736,327286,Jon,Donostia-San Sebastián,282.0,75,6,Exento,38500.0,29,120.0,17.1,78.0,180
84583311,537785,Gorka,Donostia-San Sebastián,138.0,120,10,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,249
81709884,111745,Maite,Donostia-San Sebastián,313.0,113,2,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,204
92235366,912461,Amaia,Bilbao,215.0,227,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,269
13699391,244097,Iker,Vitoria-Gasteiz,138.0,85,4,EBI00456,34200.0,8,1400.0,9.5,85.0,227
87183765,332732,Ane,Vitoria-Gasteiz,193.0,124,10,ESS00123,34200.0,8,1400.0,9.5,85.0,257
58487260,769648,Iker,Bilbao,156.0,159,9,ESS00123,29400.0,24,350.0,13.8,72.0,228
67338102,713474,Ane,Donostia-San Sebastián,99.0,133,9,ESS00123,38500.0,29,120.0,17.1,78.0,160
80721474,984200,Mikel,Vitoria-Gasteiz,160.0,251,6,EBI00456,34200.0,8,1400.0,9.5,85.0,190
25192217,313030,Iker,Donostia-San Sebastián,187.0,230,4,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,145
62496015,824238,Maite,Bilbao,245.0,332,7,EBI00456,29400.0,24,350.0,13.8,72.0,176
20292658,666134,Ane,Donostia-San Sebastián,224.0,246,1,ESS00123,38500.0,29,120.0,17.1,78.0,238
43698788,438076,Jon,Vitoria-Gasteiz,246.0,82,4,EBI00456,34200.0,8,1400.0,9.5,85.0,223
71819576,248554,Maite,Vitoria-Gasteiz,97.0,240,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,264
73362116,385555,Jon,Donostia-San Sebastián,224.0,167,8,EBI00456,38500.0,29,120.0,17.1,78.0,220
11748014,544191,Iker,Bilbao,181.0,221,2,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,277
50711152,553761,Jon,Donostia-San Sebastián,226.0,361,5,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,251
60296557,605518,Ane,Bilbao,45.0,265,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,209
56216125,440941,Maite,Donostia-San Sebastián,88.0,137,5,Exento,38500.0,29,120.0,17.1,78.0,218
79397491,414451,Amaia,Vitoria-Gasteiz,271.0,75,9,Exento,34200.0,8,1400.0,9.5,85.0,229
91949124,384186,Gorka,Bilbao,142.0,155,10,ESS00123,29400.0,24,350.0,13.8,72.0,188
33295179,677218,Ane,Bilbao,252.0,206,1,ESS00123,29400.0,24,350.0,13.8,72.0,243
83706383,872944,Ane,Bilbao,309.0,61,3,EBI00456,29400.0,24,350.0,13.8,72.0,270
27541337,537629,Amaia,Vitoria-Gasteiz,315.0,69,2,ESS00123,34200.0,8,1400.0,9.5,85.0,292
67399769,868747,Maite,Donostia-San Sebastián,184.0,184,3,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,128
30279846,324695,Maite,Vitoria-Gasteiz,281.0,140,10,ESS00123,34200.0,8,1400.0,9.5,85.0,236
20970723,984315,Iker,Bilbao,116.0,199,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,138
82807712,395900,Jon,Donostia-San Sebastián,199.0,209,9,ESS00123,38500.0,29,120.0,17.1,78.0,133
82193785,153268,Iker,Vitoria-Gasteiz,234.0,347,10,ESS00123,34200.0,8,1400.0,9.5,85.0,260
60018037,532430,Amaia,Bilbao,312.0,188,2,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,119
53351876,312943,Iker,Bilbao,151.0,298,3,ESS00123,29400.0,24,350.0,13.8,72.0,291
60166883,883204,Amaia,Vitoria-Gasteiz,276.0,117,4,ESS00123,34200.0,8,1400.0,9.5,85.0,214
70361505,521818,Maite,Vitoria-Gasteiz,86.0,257,9,ESS00123,34200.0,8,1400.0,9.5,85.0,278
56787763,808691,Jon,Vitoria-Gasteiz,234.0,270,3,EBI00456,34200.0,8,1400.0,9.5,85.0,286
